group,id,course,module,grade
3,635,Post-Apocalyptic History and Archaeology,2,9.2
3,635,Radiation Ecology and Environmental Science,1,15.4
3,635,Radiation Ecology and Environmental Science,1,11.2
3,635,Radiation Ecology and Environmental Science,1,3.8
3,635,Radiation Ecology and Environmental Science,1,7.3
3,635,Renewable Energy and Sustainable Living,1,1.5
3,635,Renewable Energy and Sustainable Living,1,5
3,635,Renewable Energy and Sustainable Living,1,9
3,635,Renewable Energy and Sustainable Living,1,6.5
3,635,Renewable Energy and Sustainable Living,1,3
3,635,Renewable Energy and Sustainable Living,1,7
3,635,Renewable Energy and Sustainable Living,1,10
3,635,Scavenging and Resource Management,2,9.5
3,635,Scavenging and Resource Management,2,9.25
3,635,Scavenging and Resource Management,2,11.5
3,635,Scavenging and Resource Management,2,8.25
3,635,Scavenging and Resource Management,2,8.75
3,635,Survival Skills and Wilderness Medicine,2,12.75
3,635,Survival Skills and Wilderness Medicine,2,12
3,635,Survival Skills and Wilderness Medicine,2,12
3,635,Survival Skills and Wilderness Medicine,2,12
3,635,Survival Skills and Wilderness Medicine,2,11
3,651,Art and Expression in a Post-Apocalyptic World,3,13.9
3,651,Art and Expression in a Post-Apocalyptic World,3,13.5
3,651,Art and Expression in a Post-Apocalyptic World,3,19.2
3,651,Art and Expression in a Post-Apocalyptic World,3,12.9
3,651,Art and Expression in a Post-Apocalyptic World,3,8.1
3,651,Art and Expression in a Post-Apocalyptic World,3,10.2
3,651,Art and Expression in a Post-Apocalyptic World,3,9.7
3,651,Combat Tactics and Self-Defense,2,9
3,651,Combat Tactics and Self-Defense,2,6
3,651,Combat Tactics and Self-Defense,2,8
3,651,Combat Tactics and Self-Defense,2,3
3,651,Community Building and Social Organization,1,9
3,651,Community Building and Social Organization,1,9.5
3,651,Community Building and Social Organization,1,8
3,651,Community Building and Social Organization,1,7.5
3,651,Community Building and Social Organization,1,8
3,651,Community Building and Social Organization,1,8.5
3,651,Community Building and Social Organization,1,7
3,651,Mechanical Engineering and Vehicle Repair,1,9
3,651,Mechanical Engineering and Vehicle Repair,1,6
3,651,Mechanical Engineering and Vehicle Repair,1,7
3,651,Mechanical Engineering and Vehicle Repair,1,5
3,651,Mechanical Engineering and Vehicle Repair,1,10
3,651,Mechanical Engineering and Vehicle Repair,1,5
3,651,Moral Philosophy and Ethical Decision-Making,1,17
3,651,Moral Philosophy and Ethical Decision-Making,1,14
3,651,Moral Philosophy and Ethical Decision-Making,1,13
3,651,Moral Philosophy and Ethical Decision-Making,1,14
3,651,Post-Apocalyptic History and Archaeology,2,9.7
3,651,Post-Apocalyptic History and Archaeology,2,11.1
3,651,Post-Apocalyptic History and Archaeology,2,8.9
3,651,Radiation Ecology and Environmental Science,1,5.7
3,651,Radiation Ecology and Environmental Science,1,5.2
3,651,Radiation Ecology and Environmental Science,1,5.5
3,651,Radiation Ecology and Environmental Science,1,6.4
3,651,Renewable Energy and Sustainable Living,1,6.5
3,651,Renewable Energy and Sustainable Living,1,13.5
3,651,Renewable Energy and Sustainable Living,1,9
3,651,Renewable Energy and Sustainable Living,1,11.5
3,651,Renewable Energy and Sustainable Living,1,10.5
3,651,Renewable Energy and Sustainable Living,1,8
3,651,Renewable Energy and Sustainable Living,1,5
3,651,Scavenging and Resource Management,2,6
3,651,Scavenging and Resource Management,2,10
3,651,Scavenging and Resource Management,2,11.25
3,651,Scavenging and Resource Management,2,15
3,651,Scavenging and Resource Management,2,7
3,651,Survival Skills and Wilderness Medicine,2,12
3,651,Survival Skills and Wilderness Medicine,2,9.5
3,651,Survival Skills and Wilderness Medicine,2,13.25
3,651,Survival Skills and Wilderness Medicine,2,11.5
3,651,Survival Skills and Wilderness Medicine,2,13.5
3,707,Art and Expression in a Post-Apocalyptic World,3,11.7
3,707,Art and Expression in a Post-Apocalyptic World,3,11.1
3,707,Art and Expression in a Post-Apocalyptic World,3,16.5
3,707,Art and Expression in a Post-Apocalyptic World,3,6.6
3,707,Art and Expression in a Post-Apocalyptic World,3,8.3
3,707,Art and Expression in a Post-Apocalyptic World,3,7.2
3,707,Art and Expression in a Post-Apocalyptic World,3,7.8
3,707,Combat Tactics and Self-Defense,2,6
3,707,Combat Tactics and Self-Defense,2,0
3,707,Combat Tactics and Self-Defense,2,11
3,707,Combat Tactics and Self-Defense,2,2
3,707,Community Building and Social Organization,1,8.5
3,707,Community Building and Social Organization,1,7
3,707,Community Building and Social Organization,1,9
3,707,Community Building and Social Organization,1,12.5
3,707,Community Building and Social Organization,1,5
3,707,Community Building and Social Organization,1,11.5
3,707,Community Building and Social Organization,1,6.5
3,707,Mechanical Engineering and Vehicle Repair,1,9
3,707,Mechanical Engineering and Vehicle Repair,1,4
3,707,Mechanical Engineering and Vehicle Repair,1,8
3,707,Mechanical Engineering and Vehicle Repair,1,11
3,707,Mechanical Engineering and Vehicle Repair,1,6
3,707,Moral Philosophy and Ethical Decision-Making,1,15
3,707,Moral Philosophy and Ethical Decision-Making,1,17
3,707,Moral Philosophy and Ethical Decision-Making,1,14
3,707,Post-Apocalyptic History and Archaeology,2,10.4
3,707,Post-Apocalyptic History and Archaeology,2,11.5
3,707,Post-Apocalyptic History and Archaeology,2,8.9
3,707,Post-Apocalyptic History and Archaeology,2,9.3
3,707,Radiation Ecology and Environmental Science,1,2.7
3,707,Radiation Ecology and Environmental Science,1,7.2
3,707,Radiation Ecology and Environmental Science,1,3.4
3,707,Radiation Ecology and Environmental Science,1,5.2
3,707,Renewable Energy and Sustainable Living,1,7
3,707,Renewable Energy and Sustainable Living,1,5.5
3,707,Renewable Energy and Sustainable Living,1,5.5
3,707,Renewable Energy and Sustainable Living,1,12.5
3,707,Renewable Energy and Sustainable Living,1,4
3,707,Renewable Energy and Sustainable Living,1,9
3,707,Renewable Energy and Sustainable Living,1,6.5
3,707,Scavenging and Resource Management,2,13.25
3,707,Scavenging and Resource Management,2,9
3,707,Scavenging and Resource Management,2,13.5
3,707,Scavenging and Resource Management,2,13.5
3,707,Scavenging and Resource Management,2,7
3,707,Survival Skills and Wilderness Medicine,2,9.75
3,707,Survival Skills and Wilderness Medicine,2,11
3,707,Survival Skills and Wilderness Medicine,2,13.75
3,707,Survival Skills and Wilderness Medicine,2,10.75
3,707,Survival Skills and Wilderness Medicine,2,12.5
3,711,Art and Expression in a Post-Apocalyptic World,3,13.1
3,711,Art and Expression in a Post-Apocalyptic World,3,11.8
3,711,Art and Expression in a Post-Apocalyptic World,3,10.9
3,711,Art and Expression in a Post-Apocalyptic World,3,8.7
3,711,Art and Expression in a Post-Apocalyptic World,3,10.6
3,711,Art and Expression in a Post-Apocalyptic World,3,15
3,711,Art and Expression in a Post-Apocalyptic World,3,11.2
3,711,Combat Tactics and Self-Defense,2,8
3,711,Combat Tactics and Self-Defense,2,8
3,711,Combat Tactics and Self-Defense,2,7
3,711,Combat Tactics and Self-Defense,2,4
3,711,Community Building and Social Organization,1,9
3,711,Community Building and Social Organization,1,11.5
3,711,Community Building and Social Organization,1,4
3,711,Community Building and Social Organization,1,5.5
3,711,Community Building and Social Organization,1,6.5
3,711,Community Building and Social Organization,1,9.5
3,711,Community Building and Social Organization,1,3.5
3,711,Mechanical Engineering and Vehicle Repair,1,7
3,711,Mechanical Engineering and Vehicle Repair,1,4
3,711,Mechanical Engineering and Vehicle Repair,1,4
3,711,Mechanical Engineering and Vehicle Repair,1,7
3,711,Mechanical Engineering and Vehicle Repair,1,11
3,711,Mechanical Engineering and Vehicle Repair,1,6
3,711,Moral Philosophy and Ethical Decision-Making,1,15
3,711,Moral Philosophy and Ethical Decision-Making,1,11
3,711,Moral Philosophy and Ethical Decision-Making,1,12
3,711,Moral Philosophy and Ethical Decision-Making,1,12
3,711,Post-Apocalyptic History and Archaeology,2,8.3
3,711,Post-Apocalyptic History and Archaeology,2,6.3
3,711,Post-Apocalyptic History and Archaeology,2,9.7
3,711,Post-Apocalyptic History and Archaeology,2,10.9
3,711,Radiation Ecology and Environmental Science,1,7.2
3,711,Radiation Ecology and Environmental Science,1,0.8
3,711,Radiation Ecology and Environmental Science,1,9.2
3,711,Radiation Ecology and Environmental Science,1,9.6
3,711,Renewable Energy and Sustainable Living,1,8
3,711,Renewable Energy and Sustainable Living,1,7.5
3,711,Renewable Energy and Sustainable Living,1,12.5
3,711,Renewable Energy and Sustainable Living,1,5
3,711,Renewable Energy and Sustainable Living,1,5
3,711,Renewable Energy and Sustainable Living,1,9.5
3,711,Renewable Energy and Sustainable Living,1,10
3,711,Scavenging and Resource Management,2,5.5
3,711,Scavenging and Resource Management,2,10.5
3,711,Scavenging and Resource Management,2,10
3,711,Scavenging and Resource Management,2,15.5
3,711,Scavenging and Resource Management,2,8.75
3,711,Survival Skills and Wilderness Medicine,2,10.75
3,711,Survival Skills and Wilderness Medicine,2,10
3,711,Survival Skills and Wilderness Medicine,2,13.5
3,711,Survival Skills and Wilderness Medicine,2,12.25
3,711,Survival Skills and Wilderness Medicine,2,13.75
3,713,Art and Expression in a Post-Apocalyptic World,3,8.5
3,713,Art and Expression in a Post-Apocalyptic World,3,5.2
3,713,Art and Expression in a Post-Apocalyptic World,3,1.2
3,713,Art and Expression in a Post-Apocalyptic World,3,10.1
3,713,Art and Expression in a Post-Apocalyptic World,3,9.2
3,713,Art and Expression in a Post-Apocalyptic World,3,12.3
3,713,Art and Expression in a Post-Apocalyptic World,3,11.7
3,713,Combat Tactics and Self-Defense,2,6
3,713,Combat Tactics and Self-Defense,2,5
3,713,Combat Tactics and Self-Defense,2,6
3,713,Combat Tactics and Self-Defense,2,6
3,713,Community Building and Social Organization,1,8.5
3,713,Community Building and Social Organization,1,8.5
3,713,Community Building and Social Organization,1,6
3,713,Community Building and Social Organization,1,11.5
3,713,Community Building and Social Organization,1,9.5
3,713,Community Building and Social Organization,1,6
3,713,Community Building and Social Organization,1,8
3,713,Mechanical Engineering and Vehicle Repair,1,10
3,713,Mechanical Engineering and Vehicle Repair,1,9
3,713,Mechanical Engineering and Vehicle Repair,1,8
3,713,Mechanical Engineering and Vehicle Repair,1,9
3,713,Mechanical Engineering and Vehicle Repair,1,8
3,713,Mechanical Engineering and Vehicle Repair,1,8
3,713,Moral Philosophy and Ethical Decision-Making,1,12
3,713,Moral Philosophy and Ethical Decision-Making,1,11
3,713,Moral Philosophy and Ethical Decision-Making,1,13
3,713,Moral Philosophy and Ethical Decision-Making,1,14
3,713,Post-Apocalyptic History and Archaeology,2,7.4
3,713,Post-Apocalyptic History and Archaeology,2,9.3
3,713,Post-Apocalyptic History and Archaeology,2,9.6
3,713,Radiation Ecology and Environmental Science,1,5.4
3,713,Radiation Ecology and Environmental Science,1,6.3
3,713,Radiation Ecology and Environmental Science,1,2.4
3,713,Radiation Ecology and Environmental Science,1,4.6
3,713,Renewable Energy and Sustainable Living,1,6
3,713,Renewable Energy and Sustainable Living,1,2.5
3,713,Renewable Energy and Sustainable Living,1,7.5
3,713,Renewable Energy and Sustainable Living,1,7
3,713,Renewable Energy and Sustainable Living,1,4.5
3,713,Renewable Energy and Sustainable Living,1,7
3,713,Renewable Energy and Sustainable Living,1,5
3,713,Scavenging and Resource Management,2,11.5
3,713,Scavenging and Resource Management,2,6.5
3,713,Scavenging and Resource Management,2,15
3,713,Scavenging and Resource Management,2,9.5
3,713,Scavenging and Resource Management,2,9
3,713,Survival Skills and Wilderness Medicine,2,13.5
3,713,Survival Skills and Wilderness Medicine,2,10
3,713,Survival Skills and Wilderness Medicine,2,12
3,713,Survival Skills and Wilderness Medicine,2,11.5
3,713,Survival Skills and Wilderness Medicine,2,11
3,754,Art and Expression in a Post-Apocalyptic World,3,14.5
3,754,Art and Expression in a Post-Apocalyptic World,3,8.5
3,754,Art and Expression in a Post-Apocalyptic World,3,10
3,754,Art and Expression in a Post-Apocalyptic World,3,10.5
3,754,Art and Expression in a Post-Apocalyptic World,3,12.8
3,754,Art and Expression in a Post-Apocalyptic World,3,13.4
3,754,Art and Expression in a Post-Apocalyptic World,3,15.2
3,754,Combat Tactics and Self-Defense,2,5
3,754,Combat Tactics and Self-Defense,2,11
3,754,Combat Tactics and Self-Defense,2,10
3,754,Combat Tactics and Self-Defense,2,8
3,754,Community Building and Social Organization,1,6
3,754,Community Building and Social Organization,1,8
3,754,Community Building and Social Organization,1,10.5
3,754,Community Building and Social Organization,1,6
3,754,Community Building and Social Organization,1,6.5
3,754,Community Building and Social Organization,1,8.5
3,754,Community Building and Social Organization,1,9.5
3,754,Mechanical Engineering and Vehicle Repair,1,11
3,754,Mechanical Engineering and Vehicle Repair,1,9
3,754,Mechanical Engineering and Vehicle Repair,1,10
3,754,Mechanical Engineering and Vehicle Repair,1,9
3,754,Mechanical Engineering and Vehicle Repair,1,9
3,754,Mechanical Engineering and Vehicle Repair,1,7
3,754,Moral Philosophy and Ethical Decision-Making,1,17
3,754,Moral Philosophy and Ethical Decision-Making,1,15
3,754,Moral Philosophy and Ethical Decision-Making,1,16
3,754,Moral Philosophy and Ethical Decision-Making,1,9
3,754,Post-Apocalyptic History and Archaeology,2,9.1
3,754,Post-Apocalyptic History and Archaeology,2,8.8
3,754,Post-Apocalyptic History and Archaeology,2,10.7
3,754,Post-Apocalyptic History and Archaeology,2,10.1
3,754,Radiation Ecology and Environmental Science,1,4.5
3,754,Radiation Ecology and Environmental Science,1,8.1
3,754,Radiation Ecology and Environmental Science,1,7.9
3,754,Radiation Ecology and Environmental Science,1,4.2
3,754,Renewable Energy and Sustainable Living,1,6
3,754,Renewable Energy and Sustainable Living,1,16.5
3,754,Renewable Energy and Sustainable Living,1,13
3,754,Renewable Energy and Sustainable Living,1,8
3,754,Renewable Energy and Sustainable Living,1,3.5
3,754,Renewable Energy and Sustainable Living,1,5.5
3,754,Renewable Energy and Sustainable Living,1,11
3,754,Scavenging and Resource Management,2,5.25
3,754,Scavenging and Resource Management,2,7.25
3,754,Scavenging and Resource Management,2,15.5
3,754,Scavenging and Resource Management,2,7.25
3,754,Scavenging and Resource Management,2,10
3,754,Survival Skills and Wilderness Medicine,2,10.5
3,754,Survival Skills and Wilderness Medicine,2,11.5
3,754,Survival Skills and Wilderness Medicine,2,13.25
3,754,Survival Skills and Wilderness Medicine,2,13
3,754,Survival Skills and Wilderness Medicine,2,11.5
3,763,Art and Expression in a Post-Apocalyptic World,3,11.7
3,763,Art and Expression in a Post-Apocalyptic World,3,4.4
3,763,Art and Expression in a Post-Apocalyptic World,3,1.7
3,763,Art and Expression in a Post-Apocalyptic World,3,10
3,763,Art and Expression in a Post-Apocalyptic World,3,10.8
3,763,Art and Expression in a Post-Apocalyptic World,3,14.5
3,763,Art and Expression in a Post-Apocalyptic World,3,10.2
3,763,Combat Tactics and Self-Defense,2,11
3,763,Combat Tactics and Self-Defense,2,11
3,763,Combat Tactics and Self-Defense,2,4
3,763,Combat Tactics and Self-Defense,2,8
3,763,Community Building and Social Organization,1,8.5
3,763,Community Building and Social Organization,1,7
3,763,Community Building and Social Organization,1,13
3,763,Community Building and Social Organization,1,9.5
3,763,Community Building and Social Organization,1,8.5
3,763,Community Building and Social Organization,1,8
3,763,Community Building and Social Organization,1,8
3,763,Mechanical Engineering and Vehicle Repair,1,8
3,763,Mechanical Engineering and Vehicle Repair,1,9
3,763,Mechanical Engineering and Vehicle Repair,1,12
3,763,Mechanical Engineering and Vehicle Repair,1,9
3,763,Mechanical Engineering and Vehicle Repair,1,9
3,763,Moral Philosophy and Ethical Decision-Making,1,12
3,763,Moral Philosophy and Ethical Decision-Making,1,14
3,763,Moral Philosophy and Ethical Decision-Making,1,15
3,763,Moral Philosophy and Ethical Decision-Making,1,12
3,763,Post-Apocalyptic History and Archaeology,2,10.4
3,763,Post-Apocalyptic History and Archaeology,2,10.2
3,763,Post-Apocalyptic History and Archaeology,2,11.2
3,763,Post-Apocalyptic History and Archaeology,2,8.3
3,763,Radiation Ecology and Environmental Science,1,7.2
3,763,Radiation Ecology and Environmental Science,1,4.1
3,763,Radiation Ecology and Environmental Science,1,6.8
3,763,Radiation Ecology and Environmental Science,1,6.5
3,763,Renewable Energy and Sustainable Living,1,5
3,763,Renewable Energy and Sustainable Living,1,8.5
3,763,Renewable Energy and Sustainable Living,1,11
3,763,Renewable Energy and Sustainable Living,1,8.5
3,763,Renewable Energy and Sustainable Living,1,8
3,763,Renewable Energy and Sustainable Living,1,10.5
3,763,Renewable Energy and Sustainable Living,1,11.5
3,763,Scavenging and Resource Management,2,16
3,763,Scavenging and Resource Management,2,11.5
3,763,Scavenging and Resource Management,2,15.25
3,763,Scavenging and Resource Management,2,11.5
3,763,Scavenging and Resource Management,2,12.25
3,763,Survival Skills and Wilderness Medicine,2,13.25
3,763,Survival Skills and Wilderness Medicine,2,14
3,763,Survival Skills and Wilderness Medicine,2,12
3,763,Survival Skills and Wilderness Medicine,2,14.25
3,763,Survival Skills and Wilderness Medicine,2,13.25
3,767,Art and Expression in a Post-Apocalyptic World,3,9.6
3,767,Art and Expression in a Post-Apocalyptic World,3,11.6
3,767,Art and Expression in a Post-Apocalyptic World,3,7.7
3,767,Art and Expression in a Post-Apocalyptic World,3,10.3
3,767,Art and Expression in a Post-Apocalyptic World,3,14.9
3,767,Art and Expression in a Post-Apocalyptic World,3,8.5
3,767,Art and Expression in a Post-Apocalyptic World,3,11
3,767,Combat Tactics and Self-Defense,2,8
3,767,Combat Tactics and Self-Defense,2,9
3,767,Combat Tactics and Self-Defense,2,5
3,767,Community Building and Social Organization,1,9.5
3,767,Community Building and Social Organization,1,9.5
3,767,Community Building and Social Organization,1,9.5
3,767,Community Building and Social Organization,1,8
3,767,Community Building and Social Organization,1,13
3,767,Community Building and Social Organization,1,9.5
3,767,Community Building and Social Organization,1,6
3,767,Mechanical Engineering and Vehicle Repair,1,6
3,767,Mechanical Engineering and Vehicle Repair,1,7
3,767,Mechanical Engineering and Vehicle Repair,1,6
3,767,Mechanical Engineering and Vehicle Repair,1,10
3,767,Mechanical Engineering and Vehicle Repair,1,4
3,767,Mechanical Engineering and Vehicle Repair,1,7
3,767,Moral Philosophy and Ethical Decision-Making,1,12
3,767,Moral Philosophy and Ethical Decision-Making,1,12
3,767,Moral Philosophy and Ethical Decision-Making,1,11
3,767,Moral Philosophy and Ethical Decision-Making,1,12
3,767,Post-Apocalyptic History and Archaeology,2,9.2
3,767,Post-Apocalyptic History and Archaeology,2,9.7
3,767,Post-Apocalyptic History and Archaeology,2,8.8
3,767,Radiation Ecology and Environmental Science,1,10.2
3,767,Radiation Ecology and Environmental Science,1,5
3,767,Radiation Ecology and Environmental Science,1,8.4
3,767,Radiation Ecology and Environmental Science,1,10.8
3,767,Renewable Energy and Sustainable Living,1,8.5
3,767,Renewable Energy and Sustainable Living,1,7.5
3,767,Renewable Energy and Sustainable Living,1,9.5
3,767,Renewable Energy and Sustainable Living,1,5
3,767,Renewable Energy and Sustainable Living,1,2
3,767,Renewable Energy and Sustainable Living,1,3.5
3,767,Renewable Energy and Sustainable Living,1,7
3,767,Scavenging and Resource Management,2,7.75
3,767,Scavenging and Resource Management,2,12
3,767,Scavenging and Resource Management,2,7.25
3,767,Scavenging and Resource Management,2,13.25
3,767,Scavenging and Resource Management,2,4.25
3,767,Survival Skills and Wilderness Medicine,2,12.5
3,767,Survival Skills and Wilderness Medicine,2,14.25
3,767,Survival Skills and Wilderness Medicine,2,9.75
3,767,Survival Skills and Wilderness Medicine,2,10.25
3,788,Art and Expression in a Post-Apocalyptic World,3,10.8
3,788,Art and Expression in a Post-Apocalyptic World,3,10.1
3,788,Art and Expression in a Post-Apocalyptic World,3,13.9
3,788,Art and Expression in a Post-Apocalyptic World,3,10.7
3,788,Art and Expression in a Post-Apocalyptic World,3,7.2
3,788,Art and Expression in a Post-Apocalyptic World,3,12.7
3,788,Art and Expression in a Post-Apocalyptic World,3,9
3,788,Combat Tactics and Self-Defense,2,9
3,788,Combat Tactics and Self-Defense,2,4
3,788,Combat Tactics and Self-Defense,2,9
3,788,Combat Tactics and Self-Defense,2,3
3,788,Community Building and Social Organization,1,10
3,788,Community Building and Social Organization,1,5.5
3,788,Community Building and Social Organization,1,10
3,788,Community Building and Social Organization,1,10
3,788,Community Building and Social Organization,1,11
3,788,Community Building and Social Organization,1,10
3,788,Community Building and Social Organization,1,6
3,788,Mechanical Engineering and Vehicle Repair,1,5
3,788,Mechanical Engineering and Vehicle Repair,1,6
3,788,Mechanical Engineering and Vehicle Repair,1,8
3,788,Mechanical Engineering and Vehicle Repair,1,9
3,788,Mechanical Engineering and Vehicle Repair,1,8
3,788,Mechanical Engineering and Vehicle Repair,1,8
3,788,Moral Philosophy and Ethical Decision-Making,1,12
3,788,Moral Philosophy and Ethical Decision-Making,1,16
3,788,Moral Philosophy and Ethical Decision-Making,1,13
3,788,Moral Philosophy and Ethical Decision-Making,1,10
3,788,Post-Apocalyptic History and Archaeology,2,9
3,788,Post-Apocalyptic History and Archaeology,2,10.2
3,788,Post-Apocalyptic History and Archaeology,2,9.9
3,788,Post-Apocalyptic History and Archaeology,2,10
3,788,Radiation Ecology and Environmental Science,1,4.7
3,788,Radiation Ecology and Environmental Science,1,6.2
3,788,Radiation Ecology and Environmental Science,1,4.9
3,788,Radiation Ecology and Environmental Science,1,10.3
3,788,Renewable Energy and Sustainable Living,1,8
3,788,Renewable Energy and Sustainable Living,1,11
3,788,Renewable Energy and Sustainable Living,1,6
3,788,Renewable Energy and Sustainable Living,1,3.5
3,788,Renewable Energy and Sustainable Living,1,11.5
3,788,Renewable Energy and Sustainable Living,1,5.5
3,788,Renewable Energy and Sustainable Living,1,10.5
3,788,Scavenging and Resource Management,2,10.25
3,788,Scavenging and Resource Management,2,15
3,788,Scavenging and Resource Management,2,11.5
3,788,Scavenging and Resource Management,2,9.5
3,788,Scavenging and Resource Management,2,4.75
3,788,Survival Skills and Wilderness Medicine,2,11.5
3,788,Survival Skills and Wilderness Medicine,2,10.5
3,788,Survival Skills and Wilderness Medicine,2,12.5
3,788,Survival Skills and Wilderness Medicine,2,13.25
3,788,Survival Skills and Wilderness Medicine,2,9.75
3,811,Art and Expression in a Post-Apocalyptic World,3,5.4
3,811,Art and Expression in a Post-Apocalyptic World,3,9.4
3,811,Art and Expression in a Post-Apocalyptic World,3,9.6
3,811,Art and Expression in a Post-Apocalyptic World,3,9.5
3,811,Art and Expression in a Post-Apocalyptic World,3,10.4
3,811,Art and Expression in a Post-Apocalyptic World,3,6.3
3,811,Art and Expression in a Post-Apocalyptic World,3,4.8
3,811,Combat Tactics and Self-Defense,2,5
3,811,Combat Tactics and Self-Defense,2,6
3,811,Combat Tactics and Self-Defense,2,7
3,811,Combat Tactics and Self-Defense,2,10
3,811,Community Building and Social Organization,1,7.5
3,811,Community Building and Social Organization,1,8.5
3,811,Community Building and Social Organization,1,4
3,811,Community Building and Social Organization,1,7
3,811,Community Building and Social Organization,1,11
3,811,Community Building and Social Organization,1,10
3,811,Community Building and Social Organization,1,8.5
3,811,Mechanical Engineering and Vehicle Repair,1,10
3,811,Mechanical Engineering and Vehicle Repair,1,10
3,811,Mechanical Engineering and Vehicle Repair,1,10
3,811,Mechanical Engineering and Vehicle Repair,1,9
3,811,Mechanical Engineering and Vehicle Repair,1,8
3,811,Mechanical Engineering and Vehicle Repair,1,6
3,811,Moral Philosophy and Ethical Decision-Making,1,12
3,811,Moral Philosophy and Ethical Decision-Making,1,12
3,811,Moral Philosophy and Ethical Decision-Making,1,12
3,811,Moral Philosophy and Ethical Decision-Making,1,12
3,811,Post-Apocalyptic History and Archaeology,2,10
3,811,Post-Apocalyptic History and Archaeology,2,12.3
3,811,Post-Apocalyptic History and Archaeology,2,10.2
3,811,Post-Apocalyptic History and Archaeology,2,10.2
3,811,Radiation Ecology and Environmental Science,1,5.1
3,811,Radiation Ecology and Environmental Science,1,4
3,811,Radiation Ecology and Environmental Science,1,8.3
3,811,Radiation Ecology and Environmental Science,1,4.3
3,811,Renewable Energy and Sustainable Living,1,7.5
3,811,Renewable Energy and Sustainable Living,1,9.5
3,811,Renewable Energy and Sustainable Living,1,9
3,811,Renewable Energy and Sustainable Living,1,10.5
3,811,Renewable Energy and Sustainable Living,1,5
3,811,Renewable Energy and Sustainable Living,1,9
3,811,Renewable Energy and Sustainable Living,1,1.5
3,811,Scavenging and Resource Management,2,11.25
3,811,Scavenging and Resource Management,2,14
3,811,Scavenging and Resource Management,2,10.5
3,811,Scavenging and Resource Management,2,11.5
3,811,Scavenging and Resource Management,2,7.5
3,811,Survival Skills and Wilderness Medicine,2,13.5
3,811,Survival Skills and Wilderness Medicine,2,11
3,811,Survival Skills and Wilderness Medicine,2,11.25
3,811,Survival Skills and Wilderness Medicine,2,12
3,816,Art and Expression in a Post-Apocalyptic World,3,6.9
3,816,Art and Expression in a Post-Apocalyptic World,3,18
3,816,Art and Expression in a Post-Apocalyptic World,3,12.3
3,816,Art and Expression in a Post-Apocalyptic World,3,10.2
3,816,Art and Expression in a Post-Apocalyptic World,3,15
3,816,Art and Expression in a Post-Apocalyptic World,3,3.9
3,816,Combat Tactics and Self-Defense,2,6
3,816,Combat Tactics and Self-Defense,2,13
3,816,Combat Tactics and Self-Defense,2,2
3,816,Combat Tactics and Self-Defense,2,7
3,816,Community Building and Social Organization,1,7.5
3,816,Community Building and Social Organization,1,4.5
3,816,Community Building and Social Organization,1,13.5
3,816,Community Building and Social Organization,1,9.5
3,816,Community Building and Social Organization,1,6
3,816,Mechanical Engineering and Vehicle Repair,1,9
3,816,Mechanical Engineering and Vehicle Repair,1,7
3,816,Mechanical Engineering and Vehicle Repair,1,6
3,816,Mechanical Engineering and Vehicle Repair,1,10
3,816,Mechanical Engineering and Vehicle Repair,1,5
3,816,Mechanical Engineering and Vehicle Repair,1,9
3,816,Moral Philosophy and Ethical Decision-Making,1,16
3,816,Moral Philosophy and Ethical Decision-Making,1,14
3,816,Moral Philosophy and Ethical Decision-Making,1,16
3,816,Moral Philosophy and Ethical Decision-Making,1,14
3,816,Post-Apocalyptic History and Archaeology,2,8.8
3,816,Post-Apocalyptic History and Archaeology,2,10.9
3,816,Post-Apocalyptic History and Archaeology,2,9.4
3,816,Post-Apocalyptic History and Archaeology,2,9.3
3,816,Radiation Ecology and Environmental Science,1,6.1
3,816,Radiation Ecology and Environmental Science,1,3.6
3,816,Radiation Ecology and Environmental Science,1,7
3,816,Radiation Ecology and Environmental Science,1,8.7
3,816,Renewable Energy and Sustainable Living,1,10
3,816,Renewable Energy and Sustainable Living,1,6.5
3,816,Renewable Energy and Sustainable Living,1,8.5
3,816,Renewable Energy and Sustainable Living,1,5.5
3,816,Renewable Energy and Sustainable Living,1,8
3,816,Renewable Energy and Sustainable Living,1,5
3,816,Scavenging and Resource Management,2,7.25
3,816,Scavenging and Resource Management,2,11.25
3,816,Scavenging and Resource Management,2,15
3,816,Scavenging and Resource Management,2,6.5
3,816,Survival Skills and Wilderness Medicine,2,13.5
3,816,Survival Skills and Wilderness Medicine,2,9.25
3,816,Survival Skills and Wilderness Medicine,2,11.5
3,816,Survival Skills and Wilderness Medicine,2,10.75
3,816,Survival Skills and Wilderness Medicine,2,12.75
3,859,Art and Expression in a Post-Apocalyptic World,3,9.1
3,859,Art and Expression in a Post-Apocalyptic World,3,11.7
3,859,Art and Expression in a Post-Apocalyptic World,3,17.6
3,859,Art and Expression in a Post-Apocalyptic World,3,11.7
3,859,Art and Expression in a Post-Apocalyptic World,3,9
3,859,Art and Expression in a Post-Apocalyptic World,3,12.9
3,859,Combat Tactics and Self-Defense,2,1
3,859,Combat Tactics and Self-Defense,2,8
3,859,Combat Tactics and Self-Defense,2,5
3,859,Combat Tactics and Self-Defense,2,4
3,859,Community Building and Social Organization,1,2.5
3,859,Community Building and Social Organization,1,4.5
3,859,Community Building and Social Organization,1,9
3,859,Community Building and Social Organization,1,5.5
